or-70-20-8-UC-40.cnf_no_p.cnf 2.60
or-70-20-9-UC-10.cnf_no_p.cnf 9.45
or-70-20-9-UC-20.cnf_no_p.cnf 0.80
or-70-20-9-UC-30.cnf_no_p.cnf 0.79
or-70-20-9-UC-40.cnf_no_p.cnf 0.63
or-70-5-10-UC-10.cnf_no_p.cnf 70.38
or-70-5-10-UC-20.cnf_no_p.cnf 1.85
or-70-5-10-UC-30.cnf_no_p.cnf 0.73
or-70-5-10-UC-40.cnf_no_p.cnf 0.60
or-70-5-1-UC-10.cnf_no_p.cnf 105.90
or-70-5-1-UC-20.cnf_no_p.cnf 0.70
or-70-5-1-UC-30.cnf_no_p.cnf 0.58
or-70-5-1-UC-40.cnf_no_p.cnf 0.56
or-70-5-2-UC-10.cnf_no_p.cnf 241.00
or-70-5-2-UC-20.cnf_no_p.cnf 3.77
or-70-5-2-UC-30.cnf_no_p.cnf 0.57
or-70-5-2-UC-40.cnf_no_p.cnf 0.58
or-70-5-3-UC-10.cnf_no_p.cnf 0.91
or-70-5-3-UC-20.cnf_no_p.cnf 0.52
or-70-5-3-UC-30.cnf_no_p.cnf 0.66
or-70-5-3-UC-40.cnf_no_p.cnf 0.64
or-70-5-4-UC-10.cnf_no_p.cnf 343.12
or-70-5-4-UC-20.cnf_no_p.cnf 7.20
or-70-5-4-UC-30.cnf_no_p.cnf 2.07
or-70-5-4-UC-40.cnf_no_p.cnf 0.60
or-70-5-5-UC-10.cnf_no_p.cnf 21.40
or-70-5-5-UC-20.cnf_no_p.cnf 7.31
or-70-5-5-UC-30.cnf_no_p.cnf 0.59
or-70-5-5-UC-40.cnf_no_p.cnf 0.53
or-70-5-6-UC-20.cnf_no_p.cnf 5.44
or-70-5-6-UC-30.cnf_no_p.cnf 0.72
or-70-5-6-UC-40.cnf_no_p.cnf 0.49
or-70-5-7-UC-10.cnf_no_p.cnf 274.38
or-70-5-7-UC-20.cnf_no_p.cnf 3.12
or-70-5-7-UC-30.cnf_no_p.cnf 0.59
or-70-5-7-UC-40.cnf_no_p.cnf 0.51
or-70-5-8-UC-10.cnf_no_p.cnf 63.39
or-70-5-8-UC-20.cnf_no_p.cnf 4.66
or-70-5-8-UC-30.cnf_no_p.cnf 0.57
or-70-5-8-UC-40.cnf_no_p.cnf 0.53
or-70-5-9-UC-10.cnf_no_p.cnf 2.21
or-70-5-9-UC-20.cnf_no_p.cnf 0.73
or-70-5-9-UC-30.cnf_no_p.cnf 0.57
or-70-5-9-UC-40.cnf_no_p.cnf 0.57
ProcessBean.sk_8_64.cnf_no_p.cnf 829.30
ProjectService3.sk_12_55.cnf_no_p.cnf 192.30
s1196a_15_7.cnf_no_p.cnf 7.87
s1196a_3_2.cnf_no_p.cnf 6.43
s1196a_7_4.cnf_no_p.cnf 7.55
s1238a_15_7.cnf_no_p.cnf 10.25
s1238a_3_2.cnf_no_p.cnf 6.59
s1238a_7_4.cnf_no_p.cnf 6.79
s1423a_15_7.cnf_no_p.cnf 645.53
s1423a_3_2.cnf_no_p.cnf 97.60
s1423a_7_4.cnf_no_p.cnf 69.55
s1488_15_7.cnf_no_p.cnf 2.87
s1488_3_2.cnf_no_p.cnf 2.44
s1488_7_4.cnf_no_p.cnf 2.70
s27_15_7.cnf_no_p.cnf 0.34
s27_3_2.cnf_no_p.cnf 0.33
s27_7_4.cnf_no_p.cnf 0.25
s27_new_15_7.cnf_no_p.cnf 0.25
s27_new_3_2.cnf_no_p.cnf 0.26
s27_new_7_4.cnf_no_p.cnf 0.26
s298_15_7.cnf_no_p.cnf 1.68
s298_3_2.cnf_no_p.cnf 0.66
s298_7_4.cnf_no_p.cnf 0.76
s344_15_7.cnf_no_p.cnf 1.14
s344_3_2.cnf_no_p.cnf 0.89
s344_7_4.cnf_no_p.cnf 0.92
s349_15_7.cnf_no_p.cnf 1.29
s349_3_2.cnf_no_p.cnf 0.83
s349_7_4.cnf_no_p.cnf 0.85
s35932_15_7.cnf_no_p.cnf 143.18
s35932_3_2.cnf_no_p.cnf 154.31
s35932_7_4.cnf_no_p.cnf 142.73
s382_15_7.cnf_no_p.cnf 1.55
s382_3_2.cnf_no_p.cnf 0.84
s382_7_4.cnf_no_p.cnf 0.89
s420_15_7.cnf_no_p.cnf 1.69
s420_3_2.cnf_no_p.cnf 1.07
s420_7_4.cnf_no_p.cnf 1.26
s420_new1_15_7.cnf_no_p.cnf 1.61
s420_new1_3_2.cnf_no_p.cnf 1.10
s420_new_15_7.cnf_no_p.cnf 1.37
s420_new1_7_4.cnf_no_p.cnf 1.31
s420_new_3_2.cnf_no_p.cnf 1.12
s420_new_7_4.cnf_no_p.cnf 1.22
s444_15_7.cnf_no_p.cnf 1.29
s444_3_2.cnf_no_p.cnf 0.89
s444_7_4.cnf_no_p.cnf 0.99
s510_15_7.cnf_no_p.cnf 1.25
s510_3_2.cnf_no_p.cnf 1.18
s510_7_4.cnf_no_p.cnf 1.16
s526_15_7.cnf_no_p.cnf 3.23
s526_3_2.cnf_no_p.cnf 1.58
s526_7_4.cnf_no_p.cnf 2.21
s526a_15_7.cnf_no_p.cnf 3.29
s526a_3_2.cnf_no_p.cnf 1.72
s526a_7_4.cnf_no_p.cnf 2.00
s641_15_7.cnf_no_p.cnf 23.06
s641_3_2.cnf_no_p.cnf 5.29
s641_7_4.cnf_no_p.cnf 8.17
s713_15_7.cnf_no_p.cnf 17.04
s713_3_2.cnf_no_p.cnf 7.39
s713_7_4.cnf_no_p.cnf 7.93
s820a_15_7.cnf_no_p.cnf 1.92
s820a_3_2.cnf_no_p.cnf 1.55
s820a_7_4.cnf_no_p.cnf 1.65
s832a_15_7.cnf_no_p.cnf 2.06
s832a_3_2.cnf_no_p.cnf 1.60
s832a_7_4.cnf_no_p.cnf 1.70
s838_15_7.cnf_no_p.cnf 3.40
s838_3_2.cnf_no_p.cnf 2.18
s838_7_4.cnf_no_p.cnf 2.41
s953a_15_7.cnf_no_p.cnf 3.53
s953a_3_2.cnf_no_p.cnf 3.17
s953a_7_4.cnf_no_p.cnf 3.20
